11.4894  -1.95167       0         0         0 -0.660658
10.6594  -5.88655       0         0         0 -0.485096
41.9513  -10.6883       0         0         0 -0.595379
42.06    -14.993        0         0         0 -0.123264
60.939   -15.709        0         0         0 -0.165048
60.2944  -15.3023       0         0         0 -0.5762
64.6166  -31.1739       0        -0        -0 -0.901011
64.309   -30.404        0         0         0 -0.793353
64.326   -30.336        0         0         0 -0.396479
67.603   -33.315        0         0         0 0.162037
68.11    -33.554        0         0         0 -0.48481
68.9385  -35.8221       0        -0        -0 -0.870356
68.871   -35.961        0         0         0 -0.81211
68.9688  -36.0521       0         0         0 -0.374607
74.165   -42.792        0         0         0 0.133175
74.171   -42.793        0         0         0 -0.412745
74.327   -43.332        0         0         0 -0.382683
77.5119  -52.352        0         0         0 0.0256159
82.8821  -50.6396       0         0         0 -0.336637
0 0 0 1 0 0
